timestamp_iso,session_id,event,mode,mapId,success,details,x,y,z,tap_id,anchor_id,screen_x,screen_y,latency_ms,hit_type,trackable_type,trackable_id,earth_state,earth_tracking,earth_hacc_m,earth_vacc_m,earth_headacc_deg
2026-03-30T15:20:03.0466270+05:30,c7369003ae2b4ada80a2086b0dc39462,SessionStart,,,,samsung SM-A556E,,,,,,,,,,,,,,,,
2026-03-30T15:20:03.0468920+05:30,c7369003ae2b4ada80a2086b0dc39462,TapAttempt,Outdoor,,,UserTap,,,,98002010a1544fd19aed642455cc88b5,,550.00,1057.00,,,,,,,,,
2026-03-30T15:20:03.0475270+05:30,c7369003ae2b4ada80a2086b0dc39462,TapRejected,Outdoor,,failure,NotStableYet stableFor=0.0s need=2.0s,,,,98002010a1544fd19aed642455cc88b5,,550.00,1057.00,,,,,Tracking,Tracking,4.40,1.99,3.57
2026-03-30T15:20:07.0763210+05:30,c7369003ae2b4ada80a2086b0dc39462,TapAttempt,Outdoor,,,UserTap,,,,277d39d2e34e4966aada5e5deef206df,,601.00,1258.00,,,,,,,,,
2026-03-30T15:20:07.0821880+05:30,c7369003ae2b4ada80a2086b0dc39462,TapRejected,Outdoor,,failure,NoHit,,,,277d39d2e34e4966aada5e5deef206df,,601.00,1258.00,,None,,,Tracking,Tracking,4.40,1.99,3.58
2026-03-30T15:20:08.4139960+05:30,c7369003ae2b4ada80a2086b0dc39462,TapAttempt,Outdoor,,,UserTap,,,,9f028509b21343e0b70c46c334387a99,,577.00,947.00,,,,,,,,,
2026-03-30T15:20:08.4201660+05:30,c7369003ae2b4ada80a2086b0dc39462,AnchorPlaced,Outdoor,,success,PlaneEstimated,10.447170,-0.923649,4.853176,9f028509b21343e0b70c46c334387a99,da890dc16f9e4d7c9a1f2c907d349b53,577.00,947.00,5.0,PlaneEstimated,PlaneEstimated,B400007325386350-600613A12A17C812,Tracking,Tracking,4.40,1.99,3.58
2026-03-30T15:20:11.2622630+05:30,c7369003ae2b4ada80a2086b0dc39462,AnchorDrift,Outdoor,,,drift_world_m=0.000,10.447170,-0.923649,4.853176,,da890dc16f9e4d7c9a1f2c907d349b53,,,,,,,,,,,
2026-03-30T15:20:13.2810730+05:30,c7369003ae2b4ada80a2086b0dc39462,AnchorDrift,Outdoor,,,drift_world_m=0.000,10.447170,-0.923649,4.853176,,da890dc16f9e4d7c9a1f2c907d349b53,,,,,,,,,,,
2026-03-30T15:20:15.2853880+05:30,c7369003ae2b4ada80a2086b0dc39462,AnchorDrift,Outdoor,,,drift_world_m=0.000,10.447170,-0.923649,4.853176,,da890dc16f9e4d7c9a1f2c907d349b53,,,,,,,,,,,
