timestamp_iso,session_id,event,mode,mapId,success,details,x,y,z,tap_id,anchor_id,screen_x,screen_y,latency_ms,hit_type,trackable_type,trackable_id,earth_state,earth_tracking,earth_hacc_m,earth_vacc_m,earth_headacc_deg
2026-03-10T13:34:39.3829160+05:30,3cb76df116064a7280f2aa87610a8eca,IndoorMapSelected,Explorer,cdis_lab,,UserSelectedMap,,,,,,,,,,,,,,,,
2026-03-10T13:34:39.3838210+05:30,3cb76df116064a7280f2aa87610a8eca,IndoorLocalizationCached,Explorer,cdis_lab,success,AlreadyLocalizedInSession,,,,,,,,,,,,,,,,
2026-03-10T13:34:39.4481630+05:30,3cb76df116064a7280f2aa87610a8eca,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,-7.192838,0.205925,9.526611,,e87939cd6d1c4c3d8e7a7868b155830c,,,,,,,,,,,
2026-03-10T13:35:41.7409450+05:30,33bcfd90ed514592a3513791089e28e7,SessionStart,,,,samsung SM-A556E,,,,,,,,,,,,,,,,
2026-03-10T13:35:41.7415750+05:30,33bcfd90ed514592a3513791089e28e7,EnterIndoorMode,Contributor,,,OpenMapList,,,,,,,,,,,,,,,,
2026-03-10T13:35:42.6695610+05:30,33bcfd90ed514592a3513791089e28e7,IndoorMapSelected,Contributor,cdis_lab,,UserSelectedMap,,,,,,,,,,,,,,,,
2026-03-10T13:35:42.6703550+05:30,33bcfd90ed514592a3513791089e28e7,IndoorLocalizationStart,Contributor,cdis_lab,,ShowIndoorWaitPanel,,,,,,,,,,,,,,,,
2026-03-10T13:35:47.9729980+05:30,33bcfd90ed514592a3513791089e28e7,IndoorLocalizationResult,Contributor,cdis_lab,success,MultiSet callback,,,,,,,,,,,,,,,,
2026-03-10T13:35:54.4407350+05:30,33bcfd90ed514592a3513791089e28e7,TapAttempt,Indoor,cdis_lab,,UserTap,,,,a64da62b3b0d40ddae40da2fb9776a76,,586.00,1395.00,,,,,,,,,
2026-03-10T13:35:54.4467310+05:30,33bcfd90ed514592a3513791089e28e7,AnchorPlaced,Indoor,cdis_lab,success,PhysicsMesh,-4.576765,0.158541,-9.303304,a64da62b3b0d40ddae40da2fb9776a76,d31f486c4d554aa78ec8d1df8111ef47,586.00,1395.00,4.9,PhysicsMesh,PhysicsMesh,,,,,,
2026-03-10T13:35:54.7599800+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:35:56.7371060+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:35:58.7748950+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:00.7463930+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:02.7988270+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:04.6301410+05:30,33bcfd90ed514592a3513791089e28e7,TapRejected,Indoor,cdis_lab,failure,InfoUIOpen,,,,c6e98e83e8c242e0a3717da68f406d40,,747.00,1365.00,,,,,,,,,
2026-03-10T13:36:04.8106190+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:06.8228640+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:08.8227350+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:10.8485370+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:12.8462080+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:14.8658100+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:16.8640030+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:18.8971000+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:20.9325090+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:22.9317240+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
2026-03-10T13:36:24.9660600+05:30,33bcfd90ed514592a3513791089e28e7,AnchorDrift,Indoor,cdis_lab,,drift_world_m=0.000;drift_map_m=0.000,4.261042,0.337449,10.175750,,d31f486c4d554aa78ec8d1df8111ef47,,,,,,,,,,,
